candidate_index,matches_observed,residue_set,sum_residues,sum_mod15,gap_signature,relay_block_signature,free_block_signature,c_overlap_signature,no_c_overlap,nearest_c_distance_signature,sum_nearest_c_distance,internal_support_weight,boundary_support_weight,c_cut_weight,free_to_c_weight,relay_to_free_weight
165,0,"[0, 1, 3, 4, 8, 14]",30,0,"1,1,1,2,4,6",4,"0,1,3,8,14",14,0,"0,1,1,1,2,3",8,18,60,22,20,7
166,0,"[0, 1, 3, 4, 9, 10]",27,12,"1,1,1,2,5,5",4,"0,1,3,9,10",,1,"1,1,1,1,2,2",8,21,52,15,13,6
167,0,"[0, 1, 3, 4, 9, 11]",28,13,"1,1,2,2,4,5",4,"0,1,3,9,11",11,0,"0,1,1,1,2,2",7,16,62,16,14,5
168,0,"[0, 1, 3, 4, 9, 12]",29,14,"1,1,2,3,3,5",4,"0,1,3,9,12",,1,"1,1,1,1,2,2",8,19,56,14,12,6
169,0,"[0, 1, 3, 4, 9, 13]",30,0,"1,1,2,2,4,5",4,"0,1,3,9,13",,1,"1,1,1,1,2,2",8,14,66,19,17,5
170,0,"[0, 1, 3, 4, 9, 14]",31,1,"1,1,1,2,5,5",4,"0,1,3,9,14",14,0,"0,1,1,1,2,2",7,15,64,16,14,5
171,0,"[0, 1, 3, 4, 10, 11]",29,14,"1,1,1,2,4,6",4,"0,1,3,10,11",11,0,"0,1,1,1,1,2",6,20,56,15,13,7
172,0,"[0, 1, 3, 4, 10, 12]",30,0,"1,1,2,2,3,6",4,"0,1,3,10,12",,1,"1,1,1,1,1,2",7,21,54,13,11,8
173,0,"[0, 1, 3, 4, 10, 13]",31,1,"1,1,2,2,3,6",4,"0,1,3,10,13",,1,"1,1,1,1,1,2",7,17,62,18,16,7
174,0,"[0, 1, 3, 4, 10, 14]",32,2,"1,1,1,2,4,6",4,"0,1,3,10,14",14,0,"0,1,1,1,1,2",6,19,58,15,13,7
175,0,"[0, 1, 3, 4, 11, 12]",31,1,"1,1,1,2,3,7",4,"0,1,3,11,12",11,0,"0,1,1,1,1,2",6,20,56,14,12,7
176,0,"[0, 1, 3, 4, 11, 13]",32,2,"1,1,2,2,2,7",4,"0,1,3,11,13",11,0,"0,1,1,1,1,2",6,16,64,19,17,6
177,0,"[0, 1, 3, 4, 11, 14]",33,3,"1,1,1,2,3,7",4,"0,1,3,11,14","11,14",0,"0,0,1,1,1,2",5,18,60,16,14,6
178,0,"[0, 1, 3, 4, 12, 13]",33,3,"1,1,1,2,2,8",4,"0,1,3,12,13",,1,"1,1,1,1,1,2",7,19,58,17,15,7
179,0,"[0, 1, 3, 4, 12, 14]",34,4,"1,1,1,2,2,8",4,"0,1,3,12,14",14,0,"0,1,1,1,1,2",6,19,58,14,12,7
180,0,"[0, 1, 3, 4, 13, 14]",35,5,"1,1,1,1,2,9",4,"0,1,3,13,14",14,0,"0,1,1,1,1,2",6,17,62,19,17,6
181,0,"[0, 1, 3, 5, 6, 7]",22,7,"1,1,1,2,2,8","5,7","0,1,3,6",,1,"1,1,1,3,4,4",14,15,60,22,12,8
182,0,"[0, 1, 3, 5, 6, 8]",23,8,"1,1,2,2,2,7",5,"0,1,3,6,8",,1,"1,1,1,3,3,4",13,12,66,26,20,4
183,0,"[0, 1, 3, 5, 6, 9]",24,9,"1,1,2,2,3,6",5,"0,1,3,6,9",,1,"1,1,1,2,3,4",12,14,60,20,14,3
184,0,"[0, 1, 3, 5, 6, 10]",25,10,"1,1,2,2,4,5",5,"0,1,3,6,10",,1,"1,1,1,1,3,4",11,17,56,19,13,3
185,0,"[0, 1, 3, 5, 6, 11]",26,11,"1,1,2,2,4,5",5,"0,1,3,6,11",11,0,"0,1,1,1,3,4",10,17,56,20,14,6
186,0,"[0, 1, 3, 5, 6, 12]",27,12,"1,1,2,2,3,6",5,"0,1,3,6,12",,1,"1,1,1,1,3,4",11,16,58,18,12,3
187,0,"[0, 1, 3, 5, 6, 13]",28,13,"1,1,2,2,2,7",5,"0,1,3,6,13",,1,"1,1,1,1,3,4",11,13,64,23,17,3
188,0,"[0, 1, 3, 5, 6, 14]",29,14,"1,1,1,2,2,8",5,"0,1,3,6,14",14,0,"0,1,1,1,3,4",10,16,58,20,14,6
189,0,"[0, 1, 3, 5, 7, 8]",24,9,"1,1,2,2,2,7","5,7","0,1,3,8",,1,"1,1,1,3,3,4",13,15,62,28,18,9
190,0,"[0, 1, 3, 5, 7, 9]",25,10,"1,2,2,2,2,6","5,7","0,1,3,9",,1,"1,1,1,2,3,4",12,15,60,22,12,8
191,0,"[0, 1, 3, 5, 7, 10]",26,11,"1,2,2,2,3,5","5,7","0,1,3,10",,1,"1,1,1,1,3,4",11,18,56,21,11,9
192,0,"[0, 1, 3, 5, 7, 11]",27,12,"1,2,2,2,4,4","5,7","0,1,3,11",11,0,"0,1,1,1,3,4",10,22,48,22,12,13
193,0,"[0, 1, 3, 5, 7, 12]",28,13,"1,2,2,2,3,5","5,7","0,1,3,12",,1,"1,1,1,1,3,4",11,17,58,20,10,8
194,0,"[0, 1, 3, 5, 7, 13]",29,14,"1,2,2,2,2,6","5,7","0,1,3,13",,1,"1,1,1,1,3,4",11,17,58,25,15,11
195,0,"[0, 1, 3, 5, 7, 14]",30,0,"1,1,2,2,2,7","5,7","0,1,3,14",14,0,"0,1,1,1,3,4",10,21,50,22,12,13
196,0,"[0, 1, 3, 5, 8, 9]",26,11,"1,1,2,2,3,6",5,"0,1,3,8,9",,1,"1,1,1,2,3,3",11,12,66,26,20,4
197,0,"[0, 1, 3, 5, 8, 10]",27,12,"1,2,2,2,3,5",5,"0,1,3,8,10",,1,"1,1,1,1,3,3",10,14,64,25,19,4
198,0,"[0, 1, 3, 5, 8, 11]",28,13,"1,2,2,3,3,4",5,"0,1,3,8,11",11,0,"0,1,1,1,3,3",9,20,52,26,20,7
199,0,"[0, 1, 3, 5, 8, 12]",29,14,"1,2,2,3,3,4",5,"0,1,3,8,12",,1,"1,1,1,1,3,3",10,17,58,24,18,4
200,0,"[0, 1, 3, 5, 8, 13]",30,0,"1,2,2,2,3,5",5,"0,1,3,8,13",,1,"1,1,1,1,3,3",10,11,70,29,23,4
201,0,"[0, 1, 3, 5, 8, 14]",31,1,"1,1,2,2,3,6",5,"0,1,3,8,14",14,0,"0,1,1,1,3,3",9,18,56,26,20,7
202,0,"[0, 1, 3, 5, 9, 10]",28,13,"1,1,2,2,4,5",5,"0,1,3,9,10",,1,"1,1,1,1,2,3",9,18,54,19,13,3
203,0,"[0, 1, 3, 5, 9, 11]",29,14,"1,2,2,2,4,4",5,"0,1,3,9,11",11,0,"0,1,1,1,2,3",8,17,56,20,14,6
204,0,"[0, 1, 3, 5, 9, 12]",30,0,"1,2,2,3,3,4",5,"0,1,3,9,12",,1,"1,1,1,1,2,3",9,16,58,18,12,3
205,0,"[0, 1, 3, 5, 9, 13]",31,1,"1,2,2,2,4,4",5,"0,1,3,9,13",,1,"1,1,1,1,2,3",9,12,66,23,17,3
206,0,"[0, 1, 3, 5, 9, 14]",32,2,"1,1,2,2,4,5",5,"0,1,3,9,14",14,0,"0,1,1,1,2,3",8,16,58,20,14,6
207,0,"[0, 1, 3, 5, 10, 11]",30,0,"1,1,2,2,4,5",5,"0,1,3,10,11",11,0,"0,1,1,1,1,3",7,19,54,19,13,6
208,0,"[0, 1, 3, 5, 10, 12]",31,1,"1,2,2,2,3,5",5,"0,1,3,10,12",,1,"1,1,1,1,1,3",8,16,60,17,11,3
209,0,"[0, 1, 3, 5, 10, 13]",32,2,"1,2,2,2,3,5",5,"0,1,3,10,13",,1,"1,1,1,1,1,3",8,13,66,22,16,3
210,0,"[0, 1, 3, 5, 10, 14]",33,3,"1,1,2,2,4,5",5,"0,1,3,10,14",14,0,"0,1,1,1,1,3",7,18,56,19,13,6
211,0,"[0, 1, 3, 5, 11, 12]",32,2,"1,1,2,2,3,6",5,"0,1,3,11,12",11,0,"0,1,1,1,1,3",7,19,54,18,12,6
212,0,"[0, 1, 3, 5, 11, 13]",33,3,"1,2,2,2,2,6",5,"0,1,3,11,13",11,0,"0,1,1,1,1,3",7,16,60,23,17,6
213,0,"[0, 1, 3, 5, 11, 14]",34,4,"1,1,2,2,3,6",5,"0,1,3,11,14","11,14",0,"0,0,1,1,1,3",6,21,50,20,14,9
214,0,"[0, 1, 3, 5, 12, 13]",34,4,"1,1,2,2,2,7",5,"0,1,3,12,13",,1,"1,1,1,1,1,3",8,15,62,21,15,3
215,0,"[0, 1, 3, 5, 12, 14]",35,5,"1,1,2,2,2,7",5,"0,1,3,12,14",14,0,"0,1,1,1,1,3",7,18,56,18,12,6
216,0,"[0, 1, 3, 5, 13, 14]",36,6,"1,1,1,2,2,8",5,"0,1,3,13,14",14,0,"0,1,1,1,1,3",7,17,58,23,17,6
217,0,"[0, 1, 3, 6, 7, 8]",25,10,"1,1,1,2,3,7",7,"0,1,3,6,8",,1,"1,1,1,3,4,4",14,13,68,24,20,5
218,0,"[0, 1, 3, 6, 7, 9]",26,11,"1,1,2,2,3,6",7,"0,1,3,6,9",,1,"1,1,1,2,4,4",13,16,60,18,14,5
219,0,"[0, 1, 3, 6, 7, 10]",27,12,"1,1,2,3,3,5",7,"0,1,3,6,10",,1,"1,1,1,1,4,4",12,20,54,17,13,6
220,0,"[0, 1, 3, 6, 7, 11]",28,13,"1,1,2,3,4,4",7,"0,1,3,6,11",11,0,"0,1,1,1,4,4",11,18,58,18,14,7
221,0,"[0, 1, 3, 6, 7, 12]",29,14,"1,1,2,3,3,5",7,"0,1,3,6,12",,1,"1,1,1,1,4,4",12,18,58,16,12,5
222,0,"[0, 1, 3, 6, 7, 13]",30,0,"1,1,2,2,3,6",7,"0,1,3,6,13",,1,"1,1,1,1,4,4",12,18,58,21,17,8
223,0,"[0, 1, 3, 6, 7, 14]",31,1,"1,1,1,2,3,7",7,"0,1,3,6,14",14,0,"0,1,1,1,4,4",11,17,60,18,14,7
224,0,"[0, 1, 3, 7, 8, 9]",28,13,"1,1,1,2,4,6",7,"0,1,3,8,9",,1,"1,1,1,2,3,4",12,13,68,24,20,5
225,0,"[0, 1, 3, 7, 8, 10]",29,14,"1,1,2,2,4,5",7,"0,1,3,8,10",,1,"1,1,1,1,3,4",11,16,64,23,19,6
226,0,"[0, 1, 3, 7, 8, 11]",30,0,"1,1,2,3,4,4",7,"0,1,3,8,11",11,0,"0,1,1,1,3,4",10,20,56,24,20,7
227,0,"[0, 1, 3, 7, 8, 12]",31,1,"1,1,2,3,4,4",7,"0,1,3,8,12",,1,"1,1,1,1,3,4",11,18,60,22,18,5
228,0,"[0, 1, 3, 7, 8, 13]",32,2,"1,1,2,2,4,5",7,"0,1,3,8,13",,1,"1,1,1,1,3,4",11,15,66,27,23,8
229,0,"[0, 1, 3, 7, 8, 14]",33,3,"1,1,1,2,4,6",7,"0,1,3,8,14",14,0,"0,1,1,1,3,4",10,18,60,24,20,7
230,0,"[0, 1, 3, 7, 9, 10]",30,0,"1,1,2,2,4,5",7,"0,1,3,9,10",,1,"1,1,1,1,2,4",10,21,52,17,13,6
231,0,"[0, 1, 3, 7, 9, 11]",31,1,"1,2,2,2,4,4",7,"0,1,3,9,11",11,0,"0,1,1,1,2,4",9,18,58,18,14,7
232,0,"[0, 1, 3, 7, 9, 12]",32,2,"1,2,2,3,3,4",7,"0,1,3,9,12",,1,"1,1,1,1,2,4",10,18,58,16,12,5
233,0,"[0, 1, 3, 7, 9, 13]",33,3,"1,2,2,2,4,4",7,"0,1,3,9,13",,1,"1,1,1,1,2,4",10,17,60,21,17,8
234,0,"[0, 1, 3, 7, 9, 14]",34,4,"1,1,2,2,4,5",7,"0,1,3,9,14",14,0,"0,1,1,1,2,4",9,17,60,18,14,7
235,0,"[0, 1, 3, 7, 10, 11]",32,2,"1,1,2,3,4,4",7,"0,1,3,10,11",11,0,"0,1,1,1,1,4",8,21,54,17,13,8
236,0,"[0, 1, 3, 7, 10, 12]",33,3,"1,2,2,3,3,4",7,"0,1,3,10,12",,1,"1,1,1,1,1,4",9,19,58,15,11,6
237,0,"[0, 1, 3, 7, 10, 13]",34,4,"1,2,2,3,3,4",7,"0,1,3,10,13",,1,"1,1,1,1,1,4",9,19,58,20,16,9
238,0,"[0, 1, 3, 7, 10, 14]",35,5,"1,1,2,3,4,4",7,"0,1,3,10,14",14,0,"0,1,1,1,1,4",8,20,56,17,13,8
239,0,"[0, 1, 3, 7, 11, 12]",34,4,"1,1,2,3,4,4",7,"0,1,3,11,12",11,0,"0,1,1,1,1,4",8,20,56,16,12,7
240,0,"[0, 1, 3, 7, 11, 13]",35,5,"1,2,2,2,4,4",7,"0,1,3,11,13",11,0,"0,1,1,1,1,4",8,20,56,21,17,10
241,0,"[0, 1, 3, 7, 11, 14]",36,6,"1,1,2,3,4,4",7,"0,1,3,11,14","11,14",0,"0,0,1,1,1,4",7,21,54,18,14,9
242,0,"[0, 1, 3, 7, 12, 13]",36,6,"1,1,2,2,4,5",7,"0,1,3,12,13",,1,"1,1,1,1,1,4",9,20,56,19,15,8
243,0,"[0, 1, 3, 7, 12, 14]",37,7,"1,1,2,2,4,5",7,"0,1,3,12,14",14,0,"0,1,1,1,1,4",8,19,58,16,12,7
244,0,"[0, 1, 3, 7, 13, 14]",38,8,"1,1,1,2,4,6",7,"0,1,3,13,14",14,0,"0,1,1,1,1,4",8,21,54,21,17,10
245,0,"[0, 1, 4, 5, 6, 7]",23,8,"1,1,1,1,3,8","4,5,7","0,1,6",,1,"1,1,2,3,4,4",15,15,60,21,9,7
246,0,"[0, 1, 4, 5, 6, 8]",24,9,"1,1,1,2,3,7","4,5","0,1,6,8",,1,"1,1,2,3,3,4",14,15,60,25,17,8
247,0,"[0, 1, 4, 5, 6, 9]",25,10,"1,1,1,3,3,6","4,5","0,1,6,9",,1,"1,1,2,2,3,4",13,13,62,19,11,5
248,0,"[0, 1, 4, 5, 6, 10]",26,11,"1,1,1,3,4,5","4,5","0,1,6,10",,1,"1,1,1,2,3,4",12,19,52,18,10,7
249,0,"[0, 1, 4, 5, 6, 11]",27,12,"1,1,1,3,4,5","4,5","0,1,6,11",11,0,"0,1,1,2,3,4",11,17,56,19,11,9
250,0,"[0, 1, 4, 5, 6, 12]",28,13,"1,1,1,3,3,6","4,5","0,1,6,12",,1,"1,1,1,2,3,4",12,16,58,17,9,7
251,0,"[0, 1, 4, 5, 6, 13]",29,14,"1,1,1,2,3,7","4,5","0,1,6,13",,1,"1,1,1,2,3,4",12,15,60,22,14,6
252,0,"[0, 1, 4, 5, 6, 14]",30,0,"1,1,1,1,3,8","4,5","0,1,6,14",14,0,"0,1,1,2,3,4",11,17,56,19,11,9
253,0,"[0, 1, 4, 5, 7, 8]",25,10,"1,1,1,2,3,7","4,5,7","0,1,8",,1,"1,1,2,3,3,4",14,18,56,27,15,10
254,0,"[0, 1, 4, 5, 7, 9]",26,11,"1,1,2,2,3,6","4,5,7","0,1,9",,1,"1,1,2,2,3,4",13,14,62,21,9,7
255,0,"[0, 1, 4, 5, 7, 10]",27,12,"1,1,2,3,3,5","4,5,7","0,1,10",,1,"1,1,1,2,3,4",12,20,52,20,8,10
256,0,"[0, 1, 4, 5, 7, 11]",28,13,"1,1,2,3,4,4","4,5,7","0,1,11",11,0,"0,1,1,2,3,4",11,22,48,21,9,13
257,0,"[0, 1, 4, 5, 7, 12]",29,14,"1,1,2,3,3,5","4,5,7","0,1,12",,1,"1,1,1,2,3,4",12,17,58,19,7,9
258,0,"[0, 1, 4, 5, 7, 13]",30,0,"1,1,2,2,3,6","4,5,7","0,1,13",,1,"1,1,1,2,3,4",12,19,54,24,12,11
259,0,"[0, 1, 4, 5, 7, 14]",31,1,"1,1,1,2,3,7","4,5,7","0,1,14",14,0,"0,1,1,2,3,4",11,22,48,21,9,13
260,0,"[0, 1, 4, 5, 8, 9]",27,12,"1,1,1,3,3,6","4,5","0,1,8,9",,1,"1,1,2,2,3,3",12,14,62,25,17,8
261,0,"[0, 1, 4, 5, 8, 10]",28,13,"1,1,2,3,3,5","4,5","0,1,8,10",,1,"1,1,1,2,3,3",11,19,54,24,16,10
262,0,"[0, 1, 4, 5, 8, 11]",29,14,"1,1,3,3,3,4","4,5","0,1,8,11",11,0,"0,1,1,2,3,3",10,23,46,25,17,12
263,0,"[0, 1, 4, 5, 8, 12]",30,0,"1,1,3,3,3,4","4,5","0,1,8,12",,1,"1,1,1,2,3,3",11,20,52,23,15,10
264,0,"[0, 1, 4, 5, 8, 13]",31,1,"1,1,2,3,3,5","4,5","0,1,8,13",,1,"1,1,1,2,3,3",11,16,60,28,20,9
265,0,"[0, 1, 4, 5, 8, 14]",32,2,"1,1,1,3,3,6","4,5","0,1,8,14",14,0,"0,1,1,2,3,3",10,22,48,25,17,12
266,0,"[0, 1, 4, 5, 9, 10]",29,14,"1,1,1,3,4,5","4,5","0,1,9,10",,1,"1,1,1,2,2,3",10,19,52,18,10,7
267,0,"[0, 1, 4, 5, 9, 11]",30,0,"1,1,2,3,4,4","4,5","0,1,9,11",11,0,"0,1,1,2,2,3",9,16,58,19,11,9
268,0,"[0, 1, 4, 5, 9, 12]",31,1,"1,1,3,3,3,4","4,5","0,1,9,12",,1,"1,1,1,2,2,3",10,15,60,17,9,7
269,0,"[0, 1, 4, 5, 9, 13]",32,2,"1,1,2,3,4,4","4,5","0,1,9,13",,1,"1,1,1,2,2,3",10,13,64,22,14,6
270,0,"[0, 1, 4, 5, 9, 14]",33,3,"1,1,1,3,4,5","4,5","0,1,9,14",14,0,"0,1,1,2,2,3",9,16,58,19,11,9
271,0,"[0, 1, 4, 5, 10, 11]",31,1,"1,1,1,3,4,5","4,5","0,1,10,11",11,0,"0,1,1,1,2,3",8,21,50,18,10,11
272,0,"[0, 1, 4, 5, 10, 12]",32,2,"1,1,2,3,3,5","4,5","0,1,10,12",,1,"1,1,1,1,2,3",9,18,56,16,8,9
273,0,"[0, 1, 4, 5, 10, 13]",33,3,"1,1,2,3,3,5","4,5","0,1,10,13",,1,"1,1,1,1,2,3",9,17,58,21,13,8
274,0,"[0, 1, 4, 5, 10, 14]",34,4,"1,1,1,3,4,5","4,5","0,1,10,14",14,0,"0,1,1,1,2,3",8,21,50,18,10,11
275,0,"[0, 1, 4, 5, 11, 12]",33,3,"1,1,1,3,3,6","4,5","0,1,11,12",11,0,"0,1,1,1,2,3",8,19,54,17,9,11
276,0,"[0, 1, 4, 5, 11, 13]",34,4,"1,1,2,2,3,6","4,5","0,1,11,13",11,0,"0,1,1,1,2,3",8,18,56,22,14,10
277,0,"[0, 1, 4, 5, 11, 14]",35,5,"1,1,1,3,3,6","4,5","0,1,11,14","11,14",0,"0,0,1,1,2,3",7,22,48,19,11,13
278,0,"[0, 1, 4, 5, 12, 13]",35,5,"1,1,1,2,3,7","4,5","0,1,12,13",,1,"1,1,1,1,2,3",9,17,58,20,12,8
279,0,"[0, 1, 4, 5, 12, 14]",36,6,"1,1,1,2,3,7","4,5","0,1,12,14",14,0,"0,1,1,1,2,3",8,19,54,17,9,11
280,0,"[0, 1, 4, 5, 13, 14]",37,7,"1,1,1,1,3,8","4,5","0,1,13,14",14,0,"0,1,1,1,2,3",8,20,52,22,14,10
281,0,"[0, 1, 4, 6, 7, 8]",26,11,"1,1,1,2,3,7","4,7","0,1,6,8",,1,"1,1,2,3,4,4",15,15,64,23,17,7
282,0,"[0, 1, 4, 6, 7, 9]",27,12,"1,1,2,2,3,6","4,7","0,1,6,9",,1,"1,1,2,2,4,4",14,14,64,17,11,5
283,0,"[0, 1, 4, 6, 7, 10]",28,13,"1,1,2,3,3,5","4,7","0,1,6,10",,1,"1,1,1,2,4,4",13,21,52,16,10,8
284,0,"[0, 1, 4, 6, 7, 11]",29,14,"1,1,2,3,4,4","4,7","0,1,6,11",11,0,"0,1,1,2,4,4",12,17,60,17,11,8
285,0,"[0, 1, 4, 6, 7, 12]",30,0,"1,1,2,3,3,5","4,7","0,1,6,12",,1,"1,1,1,2,4,4",13,17,60,15,9,7
286,0,"[0, 1, 4, 6, 7, 13]",31,1,"1,1,2,2,3,6","4,7","0,1,6,13",,1,"1,1,1,2,4,4",13,19,56,20,14,9
287,0,"[0, 1, 4, 6, 7, 14]",32,2,"1,1,1,2,3,7","4,7","0,1,6,14",14,0,"0,1,1,2,4,4",12,17,60,17,11,8
288,0,"[0, 1, 4, 6, 8, 9]",28,13,"1,1,2,2,3,6",4,"0,1,6,8,9",,1,"1,1,2,2,3,4",13,14,64,21,19,5
289,0,"[0, 1, 4, 6, 8, 10]",29,14,"1,2,2,2,3,5",4,"0,1,6,8,10",,1,"1,1,1,2,3,4",12,20,54,20,18,7
290,0,"[0, 1, 4, 6, 8, 11]",30,0,"1,2,2,3,3,4",4,"0,1,6,8,11",11,0,"0,1,1,2,3,4",11,18,58,21,19,6
291,0,"[0, 1, 4, 6, 8, 12]",31,1,"1,2,2,3,3,4",4,"0,1,6,8,12",,1,"1,1,1,2,3,4",12,20,54,19,17,7
292,0,"[0, 1, 4, 6, 8, 13]",32,2,"1,2,2,2,3,5",4,"0,1,6,8,13",,1,"1,1,1,2,3,4",12,16,62,24,22,6
293,0,"[0, 1, 4, 6, 8, 14]",33,3,"1,1,2,2,3,6",4,"0,1,6,8,14",14,0,"0,1,1,2,3,4",11,17,60,21,19,6
294,0,"[0, 1, 4, 6, 9, 10]",30,0,"1,1,2,3,3,5",4,"0,1,6,9,10",,1,"1,1,1,2,2,4",11,23,46,14,12,5
295,0,"[0, 1, 4, 6, 9, 11]",31,1,"1,2,2,3,3,4",4,"0,1,6,9,11",11,0,"0,1,1,2,2,4",10,14,64,15,13,4
296,0,"[0, 1, 4, 6, 9, 12]",32,2,"1,2,3,3,3,3",4,"0,1,6,9,12",,1,"1,1,1,2,2,4",11,18,56,13,11,5
297,0,"[0, 1, 4, 6, 9, 13]",33,3,"1,2,2,3,3,4",4,"0,1,6,9,13",,1,"1,1,1,2,2,4",11,16,60,18,16,4
298,0,"[0, 1, 4, 6, 9, 14]",34,4,"1,1,2,3,3,5",4,"0,1,6,9,14",14,0,"0,1,1,2,2,4",10,14,64,15,13,4
299,0,"[0, 1, 4, 6, 10, 11]",32,2,"1,1,2,3,4,4",4,"0,1,6,10,11",11,0,"0,1,1,1,2,4",9,20,54,14,12,6
300,0,"[0, 1, 4, 6, 10, 12]",33,3,"1,2,2,3,3,4",4,"0,1,6,10,12",,1,"1,1,1,1,2,4",10,22,50,12,10,7
301,0,"[0, 1, 4, 6, 10, 13]",34,4,"1,2,2,3,3,4",4,"0,1,6,10,13",,1,"1,1,1,1,2,4",10,21,52,17,15,6
302,0,"[0, 1, 4, 6, 10, 14]",35,5,"1,1,2,3,4,4",4,"0,1,6,10,14",14,0,"0,1,1,1,2,4",9,20,54,14,12,6
303,0,"[0, 1, 4, 6, 11, 12]",34,4,"1,1,2,3,3,5",4,"0,1,6,11,12",11,0,"0,1,1,1,2,4",9,17,60,13,11,6
304,0,"[0, 1, 4, 6, 11, 13]",35,5,"1,2,2,2,3,5",4,"0,1,6,11,13",11,0,"0,1,1,1,2,4",9,16,62,18,16,5
305,0,"[0, 1, 4, 6, 11, 14]",36,6,"1,1,2,3,3,5",4,"0,1,6,11,14","11,14",0,"0,0,1,1,2,4",8,15,64,15,13,5
306,0,"[0, 1, 4, 6, 12, 13]",36,6,"1,1,2,2,3,6",4,"0,1,6,12,13",,1,"1,1,1,1,2,4",10,20,54,16,14,6
307,0,"[0, 1, 4, 6, 12, 14]",37,7,"1,1,2,2,3,6",4,"0,1,6,12,14",14,0,"0,1,1,1,2,4",9,17,60,13,11,6
308,0,"[0, 1, 4, 6, 13, 14]",38,8,"1,1,1,2,3,7",4,"0,1,6,13,14",14,0,"0,1,1,1,2,4",9,18,58,18,16,5
309,0,"[0, 1, 4, 7, 8, 9]",29,14,"1,1,1,3,3,6","4,7","0,1,8,9",,1,"1,1,2,2,3,4",13,14,66,23,17,7
310,0,"[0, 1, 4, 7, 8, 10]",30,0,"1,1,2,3,3,5","4,7","0,1,8,10",,1,"1,1,1,2,3,4",12,20,56,22,16,10
311,0,"[0, 1, 4, 7, 8, 11]",31,1,"1,1,3,3,3,4","4,7","0,1,8,11",11,0,"0,1,1,2,3,4",11,22,52,23,17,10
312,0,"[0, 1, 4, 7, 8, 12]",32,2,"1,1,3,3,3,4","4,7","0,1,8,12",,1,"1,1,1,2,3,4",12,20,56,21,15,9
313,0,"[0, 1, 4, 7, 8, 13]",33,3,"1,1,2,3,3,5","4,7","0,1,8,13",,1,"1,1,1,2,3,4",12,19,58,26,20,11
314,0,"[0, 1, 4, 7, 8, 14]",34,4,"1,1,1,3,3,6","4,7","0,1,8,14",14,0,"0,1,1,2,3,4",11,21,54,23,17,10
315,0,"[0, 1, 4, 7, 9, 10]",31,1,"1,1,2,3,3,5","4,7","0,1,9,10",,1,"1,1,1,2,2,4",11,21,52,16,10,8
316,0,"[0, 1, 4, 7, 9, 11]",32,2,"1,2,2,3,3,4","4,7","0,1,9,11",11,0,"0,1,1,2,2,4",10,16,62,17,11,8
317,0,"[0, 1, 4, 7, 9, 12]",33,3,"1,2,3,3,3,3","4,7","0,1,9,12",,1,"1,1,1,2,2,4",11,16,62,15,9,7
318,0,"[0, 1, 4, 7, 9, 13]",34,4,"1,2,2,3,3,4","4,7","0,1,9,13",,1,"1,1,1,2,2,4",11,17,60,20,14,9
319,0,"[0, 1, 4, 7, 9, 14]",35,5,"1,1,2,3,3,5","4,7","0,1,9,14",14,0,"0,1,1,2,2,4",10,16,62,17,11,8
320,0,"[0, 1, 4, 7, 10, 11]",33,3,"1,1,3,3,3,4","4,7","0,1,10,11",11,0,"0,1,1,1,2,4",9,22,52,16,10,11
321,0,"[0, 1, 4, 7, 10, 12]",34,4,"1,2,3,3,3,3","4,7","0,1,10,12",,1,"1,1,1,1,2,4",10,20,56,14,8,10
322,0,"[0, 1, 4, 7, 10, 13]",35,5,"1,2,3,3,3,3","4,7","0,1,10,13",,1,"1,1,1,1,2,4",10,22,52,19,13,12
323,0,"[0, 1, 4, 7, 10, 14]",36,6,"1,1,3,3,3,4","4,7","0,1,10,14",14,0,"0,1,1,1,2,4",9,22,52,16,10,11
324,0,"[0, 1, 4, 7, 11, 12]",35,5,"1,1,3,3,3,4","4,7","0,1,11,12",11,0,"0,1,1,1,2,4",9,19,58,15,9,10
325,0,"[0, 1, 4, 7, 11, 13]",36,6,"1,2,2,3,3,4","4,7","0,1,11,13",11,0,"0,1,1,1,2,4",9,21,54,20,14,12
326,0,"[0, 1, 4, 7, 11, 14]",37,7,"1,1,3,3,3,4","4,7","0,1,11,14","11,14",0,"0,0,1,1,2,4",8,21,54,17,11,11
327,0,"[0, 1, 4, 7, 12, 13]",37,7,"1,1,2,3,3,5","4,7","0,1,12,13",,1,"1,1,1,1,2,4",10,21,54,18,12,11
328,0,"[0, 1, 4, 7, 12, 14]",38,8,"1,1,2,3,3,5","4,7","0,1,12,14",14,0,"0,1,1,1,2,4",9,19,58,15,9,10
329,0,"[0, 1, 4, 7, 13, 14]",39,9,"1,1,1,3,3,6","4,7","0,1,13,14",14,0,"0,1,1,1,2,4",9,23,50,20,14,12
330,0,"[0, 1, 4, 8, 9, 10]",32,2,"1,1,1,3,4,5",4,"0,1,8,9,10",,1,"1,1,1,2,2,3",10,20,54,20,18,7
331,0,"[0, 1, 4, 8, 9, 11]",33,3,"1,1,2,3,4,4",4,"0,1,8,9,11",11,0,"0,1,1,2,2,3",9,17,60,21,19,6
332,0,"[0, 1, 4, 8, 9, 12]",34,4,"1,1,3,3,3,4",4,"0,1,8,9,12",,1,"1,1,1,2,2,3",10,19,56,19,17,7
