candidate_index,matches_observed,residue_set,sum_residues,sum_mod15,gap_signature,relay_block_signature,free_block_signature,c_overlap_signature,no_c_overlap,nearest_c_distance_signature,sum_nearest_c_distance,internal_support_weight,boundary_support_weight,c_cut_weight,free_to_c_weight,relay_to_free_weight
3567,0,"[3, 5, 9, 10, 13, 14]",54,9,"1,1,2,3,4,4",5,"3,9,10,13,14",14,0,"0,1,1,1,2,3",8,15,60,19,13,4
3568,0,"[3, 5, 9, 11, 12, 13]",53,8,"1,1,2,2,4,5",5,"3,9,11,12,13",11,0,"0,1,1,1,2,3",8,16,58,18,12,4
3569,0,"[3, 5, 9, 11, 12, 14]",54,9,"1,2,2,2,4,4",5,"3,9,11,12,14","11,14",0,"0,0,1,1,2,3",7,17,56,15,9,7
3570,0,"[3, 5, 9, 11, 13, 14]",55,10,"1,2,2,2,4,4",5,"3,9,11,13,14","11,14",0,"0,0,1,1,2,3",7,15,60,20,14,7
3571,0,"[3, 5, 9, 12, 13, 14]",56,11,"1,1,2,3,4,4",5,"3,9,12,13,14",14,0,"0,1,1,1,2,3",8,17,56,18,12,4
3572,0,"[3, 5, 10, 11, 12, 13]",54,9,"1,1,1,2,5,5",5,"3,10,11,12,13",11,0,"0,1,1,1,1,3",7,12,68,17,11,4
3573,0,"[3, 5, 10, 11, 12, 14]",55,10,"1,1,2,2,4,5",5,"3,10,11,12,14","11,14",0,"0,0,1,1,1,3",6,14,64,14,8,7
3574,0,"[3, 5, 10, 11, 13, 14]",56,11,"1,1,2,2,4,5",5,"3,10,11,13,14","11,14",0,"0,0,1,1,1,3",6,13,66,19,13,7
3575,0,"[3, 5, 10, 12, 13, 14]",57,12,"1,1,2,2,4,5",5,"3,10,12,13,14",14,0,"0,1,1,1,1,3",7,13,66,17,11,4
3576,0,"[3, 5, 11, 12, 13, 14]",58,13,"1,1,1,2,4,6",5,"3,11,12,13,14","11,14",0,"0,0,1,1,1,3",6,17,58,18,12,7
3577,0,"[3, 6, 7, 8, 9, 10]",43,13,"1,1,1,1,3,8",7,"3,6,8,9,10",,1,"1,1,2,3,4,4",15,17,58,20,16,4
3578,0,"[3, 6, 7, 8, 9, 11]",44,14,"1,1,1,2,3,7",7,"3,6,8,9,11",11,0,"0,1,2,3,4,4",14,15,62,21,17,5
3579,0,"[3, 6, 7, 8, 9, 12]",45,0,"1,1,1,3,3,6",7,"3,6,8,9,12",,1,"1,1,2,3,4,4",15,18,56,19,15,3
3580,0,"[3, 6, 7, 8, 9, 13]",46,1,"1,1,1,3,4,5",7,"3,6,8,9,13",,1,"1,1,2,3,4,4",15,14,64,24,20,6
3581,0,"[3, 6, 7, 8, 9, 14]",47,2,"1,1,1,3,4,5",7,"3,6,8,9,14",14,0,"0,1,2,3,4,4",14,13,66,21,17,5
3582,0,"[3, 6, 7, 8, 10, 11]",45,0,"1,1,1,2,3,7",7,"3,6,8,10,11",11,0,"0,1,1,3,4,4",13,16,62,20,16,6
3583,0,"[3, 6, 7, 8, 10, 12]",46,1,"1,1,2,2,3,6",7,"3,6,8,10,12",,1,"1,1,1,3,4,4",14,17,60,18,14,4
3584,0,"[3, 6, 7, 8, 10, 13]",47,2,"1,1,2,3,3,5",7,"3,6,8,10,13",,1,"1,1,1,3,4,4",14,14,66,23,19,7
3585,0,"[3, 6, 7, 8, 10, 14]",48,3,"1,1,2,3,4,4",7,"3,6,8,10,14",14,0,"0,1,1,3,4,4",13,14,66,20,16,6
3586,0,"[3, 6, 7, 8, 11, 12]",47,2,"1,1,1,3,3,6",7,"3,6,8,11,12",11,0,"0,1,1,3,4,4",13,19,56,19,15,5
3587,0,"[3, 6, 7, 8, 11, 13]",48,3,"1,1,2,3,3,5",7,"3,6,8,11,13",11,0,"0,1,1,3,4,4",13,16,62,24,20,8
3588,0,"[3, 6, 7, 8, 11, 14]",49,4,"1,1,3,3,3,4",7,"3,6,8,11,14","11,14",0,"0,0,1,3,4,4",12,16,62,21,17,7
3589,0,"[3, 6, 7, 8, 12, 13]",49,4,"1,1,1,3,4,5",7,"3,6,8,12,13",,1,"1,1,1,3,4,4",14,19,56,22,18,6
3590,0,"[3, 6, 7, 8, 12, 14]",50,5,"1,1,2,3,4,4",7,"3,6,8,12,14",14,0,"0,1,1,3,4,4",13,17,60,19,15,5
3591,0,"[3, 6, 7, 8, 13, 14]",51,6,"1,1,1,3,4,5",7,"3,6,8,13,14",14,0,"0,1,1,3,4,4",13,16,62,24,20,8
3592,0,"[3, 6, 7, 9, 10, 11]",46,1,"1,1,1,2,3,7",7,"3,6,9,10,11",11,0,"0,1,1,2,4,4",12,21,50,14,10,6
3593,0,"[3, 6, 7, 9, 10, 12]",47,2,"1,1,2,2,3,6",7,"3,6,9,10,12",,1,"1,1,1,2,4,4",13,24,44,12,8,4
3594,0,"[3, 6, 7, 9, 10, 13]",48,3,"1,1,2,3,3,5",7,"3,6,9,10,13",,1,"1,1,1,2,4,4",13,23,46,17,13,7
3595,0,"[3, 6, 7, 9, 10, 14]",49,4,"1,1,2,3,4,4",7,"3,6,9,10,14",14,0,"0,1,1,2,4,4",12,20,52,14,10,6
3596,0,"[3, 6, 7, 9, 11, 12]",48,3,"1,1,2,2,3,6",7,"3,6,9,11,12",11,0,"0,1,1,2,4,4",12,19,54,13,9,5
3597,0,"[3, 6, 7, 9, 11, 13]",49,4,"1,2,2,2,3,5",7,"3,6,9,11,13",11,0,"0,1,1,2,4,4",12,18,56,18,14,8
3598,0,"[3, 6, 7, 9, 11, 14]",50,5,"1,2,2,3,3,4",7,"3,6,9,11,14","11,14",0,"0,0,1,2,4,4",11,15,62,15,11,7
3599,0,"[3, 6, 7, 9, 12, 13]",50,5,"1,1,2,3,3,5",7,"3,6,9,12,13",,1,"1,1,1,2,4,4",13,23,46,16,12,6
3600,0,"[3, 6, 7, 9, 12, 14]",51,6,"1,2,2,3,3,4",7,"3,6,9,12,14",14,0,"0,1,1,2,4,4",12,18,56,13,9,5
3601,0,"[3, 6, 7, 9, 13, 14]",52,7,"1,1,2,3,4,4",7,"3,6,9,13,14",14,0,"0,1,1,2,4,4",12,19,54,18,14,8
3602,0,"[3, 6, 7, 10, 11, 12]",49,4,"1,1,1,3,3,6",7,"3,6,10,11,12",11,0,"0,1,1,1,4,4",11,18,58,12,8,6
3603,0,"[3, 6, 7, 10, 11, 13]",50,5,"1,1,2,3,3,5",7,"3,6,10,11,13",11,0,"0,1,1,1,4,4",11,18,58,17,13,9
3604,0,"[3, 6, 7, 10, 11, 14]",51,6,"1,1,3,3,3,4",7,"3,6,10,11,14","11,14",0,"0,0,1,1,4,4",10,16,62,14,10,8
3605,0,"[3, 6, 7, 10, 12, 13]",51,6,"1,1,2,3,3,5",7,"3,6,10,12,13",,1,"1,1,1,1,4,4",12,21,52,15,11,7
3606,0,"[3, 6, 7, 10, 12, 14]",52,7,"1,2,2,3,3,4",7,"3,6,10,12,14",14,0,"0,1,1,1,4,4",11,17,60,12,8,6
3607,0,"[3, 6, 7, 10, 13, 14]",53,8,"1,1,3,3,3,4",7,"3,6,10,13,14",14,0,"0,1,1,1,4,4",11,19,56,17,13,9
3608,0,"[3, 6, 7, 11, 12, 13]",52,7,"1,1,1,3,4,5",7,"3,6,11,12,13",11,0,"0,1,1,1,4,4",11,20,54,16,12,8
3609,0,"[3, 6, 7, 11, 12, 14]",53,8,"1,1,2,3,4,4",7,"3,6,11,12,14","11,14",0,"0,0,1,1,4,4",10,16,62,13,9,7
3610,0,"[3, 6, 7, 11, 13, 14]",54,9,"1,1,2,3,4,4",7,"3,6,11,13,14","11,14",0,"0,0,1,1,4,4",10,18,58,18,14,10
3611,0,"[3, 6, 7, 12, 13, 14]",55,10,"1,1,1,3,4,5",7,"3,6,12,13,14",14,0,"0,1,1,1,4,4",11,21,52,16,12,8
3612,0,"[3, 7, 8, 9, 10, 11]",48,3,"1,1,1,1,4,7",7,"3,8,9,10,11",11,0,"0,1,1,2,3,4",11,18,58,20,16,6
3613,0,"[3, 7, 8, 9, 10, 12]",49,4,"1,1,1,2,4,6",7,"3,8,9,10,12",,1,"1,1,1,2,3,4",12,19,56,18,14,4
3614,0,"[3, 7, 8, 9, 10, 13]",50,5,"1,1,1,3,4,5",7,"3,8,9,10,13",,1,"1,1,1,2,3,4",12,15,64,23,19,7
3615,0,"[3, 7, 8, 9, 10, 14]",51,6,"1,1,1,4,4,4",7,"3,8,9,10,14",14,0,"0,1,1,2,3,4",11,16,62,20,16,6
3616,0,"[3, 7, 8, 9, 11, 12]",50,5,"1,1,1,2,4,6",7,"3,8,9,11,12",11,0,"0,1,1,2,3,4",11,20,54,19,15,5
3617,0,"[3, 7, 8, 9, 11, 13]",51,6,"1,1,2,2,4,5",7,"3,8,9,11,13",11,0,"0,1,1,2,3,4",11,16,62,24,20,8
3618,0,"[3, 7, 8, 9, 11, 14]",52,7,"1,1,2,3,4,4",7,"3,8,9,11,14","11,14",0,"0,0,1,2,3,4",10,17,60,21,17,7
3619,0,"[3, 7, 8, 9, 12, 13]",52,7,"1,1,1,3,4,5",7,"3,8,9,12,13",,1,"1,1,1,2,3,4",12,19,56,22,18,6
3620,0,"[3, 7, 8, 9, 12, 14]",53,8,"1,1,2,3,4,4",7,"3,8,9,12,14",14,0,"0,1,1,2,3,4",11,18,58,19,15,5
3621,0,"[3, 7, 8, 9, 13, 14]",54,9,"1,1,1,4,4,4",7,"3,8,9,13,14",14,0,"0,1,1,2,3,4",11,16,62,24,20,8
3622,0,"[3, 7, 8, 10, 11, 12]",51,6,"1,1,1,2,4,6",7,"3,8,10,11,12",11,0,"0,1,1,1,3,4",10,18,60,18,14,6
3623,0,"[3, 7, 8, 10, 11, 13]",52,7,"1,1,2,2,4,5",7,"3,8,10,11,13",11,0,"0,1,1,1,3,4",10,15,66,23,19,9
3624,0,"[3, 7, 8, 10, 11, 14]",53,8,"1,1,2,3,4,4",7,"3,8,10,11,14","11,14",0,"0,0,1,1,3,4",9,17,62,20,16,8
3625,0,"[3, 7, 8, 10, 12, 13]",53,8,"1,1,2,2,4,5",7,"3,8,10,12,13",,1,"1,1,1,1,3,4",11,16,64,21,17,7
3626,0,"[3, 7, 8, 10, 12, 14]",54,9,"1,2,2,2,4,4",7,"3,8,10,12,14",14,0,"0,1,1,1,3,4",10,16,64,18,14,6
3627,0,"[3, 7, 8, 10, 13, 14]",55,10,"1,1,2,3,4,4",7,"3,8,10,13,14",14,0,"0,1,1,1,3,4",10,15,66,23,19,9
3628,0,"[3, 7, 8, 11, 12, 13]",54,9,"1,1,1,3,4,5",7,"3,8,11,12,13",11,0,"0,1,1,1,3,4",10,21,54,22,18,8
3629,0,"[3, 7, 8, 11, 12, 14]",55,10,"1,1,2,3,4,4",7,"3,8,11,12,14","11,14",0,"0,0,1,1,3,4",9,21,54,19,15,7
3630,0,"[3, 7, 8, 11, 13, 14]",56,11,"1,1,2,3,4,4",7,"3,8,11,13,14","11,14",0,"0,0,1,1,3,4",9,20,56,24,20,10
3631,0,"[3, 7, 8, 12, 13, 14]",57,12,"1,1,1,4,4,4",7,"3,8,12,13,14",14,0,"0,1,1,1,3,4",10,21,54,22,18,8
3632,0,"[3, 7, 9, 10, 11, 12]",52,7,"1,1,1,2,4,6",7,"3,9,10,11,12",11,0,"0,1,1,1,2,4",9,20,54,12,8,6
3633,0,"[3, 7, 9, 10, 11, 13]",53,8,"1,1,2,2,4,5",7,"3,9,10,11,13",11,0,"0,1,1,1,2,4",9,19,56,17,13,9
3634,0,"[3, 7, 9, 10, 11, 14]",54,9,"1,1,2,3,4,4",7,"3,9,10,11,14","11,14",0,"0,0,1,1,2,4",8,18,58,14,10,8
3635,0,"[3, 7, 9, 10, 12, 13]",54,9,"1,1,2,2,4,5",7,"3,9,10,12,13",,1,"1,1,1,1,2,4",10,22,50,15,11,7
3636,0,"[3, 7, 9, 10, 12, 14]",55,10,"1,2,2,2,4,4",7,"3,9,10,12,14",14,0,"0,1,1,1,2,4",9,19,56,12,8,6
3637,0,"[3, 7, 9, 10, 13, 14]",56,11,"1,1,2,3,4,4",7,"3,9,10,13,14",14,0,"0,1,1,1,2,4",9,20,54,17,13,9
3638,0,"[3, 7, 9, 11, 12, 13]",55,10,"1,1,2,2,4,5",7,"3,9,11,12,13",11,0,"0,1,1,1,2,4",9,20,54,16,12,8
3639,0,"[3, 7, 9, 11, 12, 14]",56,11,"1,2,2,2,4,4",7,"3,9,11,12,14","11,14",0,"0,0,1,1,2,4",8,17,60,13,9,7
3640,0,"[3, 7, 9, 11, 13, 14]",57,12,"1,2,2,2,4,4",7,"3,9,11,13,14","11,14",0,"0,0,1,1,2,4",8,18,58,18,14,10
3641,0,"[3, 7, 9, 12, 13, 14]",58,13,"1,1,2,3,4,4",7,"3,9,12,13,14",14,0,"0,1,1,1,2,4",9,21,52,16,12,8
3642,0,"[3, 7, 10, 11, 12, 13]",56,11,"1,1,1,3,4,5",7,"3,10,11,12,13",11,0,"0,1,1,1,1,4",8,17,62,15,11,9
3643,0,"[3, 7, 10, 11, 12, 14]",57,12,"1,1,2,3,4,4",7,"3,10,11,12,14","11,14",0,"0,0,1,1,1,4",7,15,66,12,8,8
3644,0,"[3, 7, 10, 11, 13, 14]",58,13,"1,1,2,3,4,4",7,"3,10,11,13,14","11,14",0,"0,0,1,1,1,4",7,17,62,17,13,11
3645,0,"[3, 7, 10, 12, 13, 14]",59,14,"1,1,2,3,4,4",7,"3,10,12,13,14",14,0,"0,1,1,1,1,4",8,18,60,15,11,9
3646,0,"[3, 7, 11, 12, 13, 14]",60,0,"1,1,1,4,4,4",7,"3,11,12,13,14","11,14",0,"0,0,1,1,1,4",7,20,56,16,12,10
3647,0,"[4, 5, 6, 7, 8, 9]",39,9,"1,1,1,1,1,10","4,5,7","6,8,9",,1,"2,2,3,3,4,4",18,9,70,24,12,3
3648,0,"[4, 5, 6, 7, 8, 10]",40,10,"1,1,1,1,2,9","4,5,7","6,8,10",,1,"1,2,3,3,4,4",17,13,64,23,11,6
3649,0,"[4, 5, 6, 7, 8, 11]",41,11,"1,1,1,1,3,8","4,5,7","6,8,11",11,0,"0,2,3,3,4,4",16,16,58,24,12,9
3650,0,"[4, 5, 6, 7, 8, 12]",42,12,"1,1,1,1,4,7","4,5,7","6,8,12",,1,"1,2,3,3,4,4",17,14,62,22,10,5
3651,0,"[4, 5, 6, 7, 8, 13]",43,13,"1,1,1,1,5,6","4,5,7","6,8,13",,1,"1,2,3,3,4,4",17,13,64,27,15,7
3652,0,"[4, 5, 6, 7, 8, 14]",44,14,"1,1,1,1,5,6","4,5,7","6,8,14",14,0,"0,2,3,3,4,4",16,15,60,24,12,9
3653,0,"[4, 5, 6, 7, 9, 10]",41,11,"1,1,1,1,2,9","4,5,7","6,9,10",,1,"1,2,2,3,4,4",16,16,56,17,5,3
3654,0,"[4, 5, 6, 7, 9, 11]",42,12,"1,1,1,2,2,8","4,5,7","6,9,11",11,0,"0,2,2,3,4,4",15,12,64,18,6,6
3655,0,"[4, 5, 6, 7, 9, 12]",43,13,"1,1,1,2,3,7","4,5,7","6,9,12",,1,"1,2,2,3,4,4",16,12,64,16,4,2
3656,0,"[4, 5, 6, 7, 9, 13]",44,14,"1,1,1,2,4,6","4,5,7","6,9,13",,1,"1,2,2,3,4,4",16,13,62,21,9,4
3657,0,"[4, 5, 6, 7, 9, 14]",45,0,"1,1,1,2,5,5","4,5,7","6,9,14",14,0,"0,2,2,3,4,4",15,12,64,18,6,6
3658,0,"[4, 5, 6, 7, 10, 11]",43,13,"1,1,1,1,3,8","4,5,7","6,10,11",11,0,"0,1,2,3,4,4",14,16,58,17,5,9
3659,0,"[4, 5, 6, 7, 10, 12]",44,14,"1,1,1,2,3,7","4,5,7","6,10,12",,1,"1,1,2,3,4,4",15,14,62,15,3,5
3660,0,"[4, 5, 6, 7, 10, 13]",45,0,"1,1,1,3,3,6","4,5,7","6,10,13",,1,"1,1,2,3,4,4",15,16,58,20,8,7
3661,0,"[4, 5, 6, 7, 10, 14]",46,1,"1,1,1,3,4,5","4,5,7","6,10,14",14,0,"0,1,2,3,4,4",14,16,58,17,5,9
3662,0,"[4, 5, 6, 7, 11, 12]",45,0,"1,1,1,1,4,7","4,5,7","6,11,12",11,0,"0,1,2,3,4,4",14,14,62,16,4,8
3663,0,"[4, 5, 6, 7, 11, 13]",46,1,"1,1,1,2,4,6","4,5,7","6,11,13",11,0,"0,1,2,3,4,4",14,16,58,21,9,10
3664,0,"[4, 5, 6, 7, 11, 14]",47,2,"1,1,1,3,4,5","4,5,7","6,11,14","11,14",0,"0,0,2,3,4,4",13,16,58,18,6,12
3665,0,"[4, 5, 6, 7, 12, 13]",47,2,"1,1,1,1,5,6","4,5,7","6,12,13",,1,"1,1,2,3,4,4",15,16,58,19,7,6
3666,0,"[4, 5, 6, 7, 12, 14]",48,3,"1,1,1,2,5,5","4,5,7","6,12,14",14,0,"0,1,2,3,4,4",14,14,62,16,4,8
3667,0,"[4, 5, 6, 7, 13, 14]",49,4,"1,1,1,1,5,6","4,5,7","6,13,14",14,0,"0,1,2,3,4,4",14,18,54,21,9,10
3668,0,"[4, 5, 6, 8, 9, 10]",42,12,"1,1,1,1,2,9","4,5","6,8,9,10",,1,"1,2,2,3,3,4",15,15,58,21,13,5
3669,0,"[4, 5, 6, 8, 9, 11]",43,13,"1,1,1,2,2,8","4,5","6,8,9,11",11,0,"0,2,2,3,3,4",14,13,62,22,14,7
3670,0,"[4, 5, 6, 8, 9, 12]",44,14,"1,1,1,2,3,7","4,5","6,8,9,12",,1,"1,2,2,3,3,4",15,15,58,20,12,5
3671,0,"[4, 5, 6, 8, 9, 13]",45,0,"1,1,1,2,4,6","4,5","6,8,9,13",,1,"1,2,2,3,3,4",15,10,68,25,17,4
3672,0,"[4, 5, 6, 8, 9, 14]",46,1,"1,1,1,2,5,5","4,5","6,8,9,14",14,0,"0,2,2,3,3,4",14,12,64,22,14,7
3673,0,"[4, 5, 6, 8, 10, 11]",44,14,"1,1,1,2,2,8","4,5","6,8,10,11",11,0,"0,1,2,3,3,4",13,16,58,21,13,9
3674,0,"[4, 5, 6, 8, 10, 12]",45,0,"1,1,2,2,2,7","4,5","6,8,10,12",,1,"1,1,2,3,3,4",14,16,58,19,11,7
3675,0,"[4, 5, 6, 8, 10, 13]",46,1,"1,1,2,2,3,6","4,5","6,8,10,13",,1,"1,1,2,3,3,4",14,12,66,24,16,6
3676,0,"[4, 5, 6, 8, 10, 14]",47,2,"1,1,2,2,4,5","4,5","6,8,10,14",14,0,"0,1,2,3,3,4",13,15,60,21,13,9
3677,0,"[4, 5, 6, 8, 11, 12]",46,1,"1,1,1,2,3,7","4,5","6,8,11,12",11,0,"0,1,2,3,3,4",13,18,54,20,12,9
3678,0,"[4, 5, 6, 8, 11, 13]",47,2,"1,1,2,2,3,6","4,5","6,8,11,13",11,0,"0,1,2,3,3,4",13,14,62,25,17,8
3679,0,"[4, 5, 6, 8, 11, 14]",48,3,"1,1,2,3,3,5","4,5","6,8,11,14","11,14",0,"0,0,2,3,3,4",12,17,56,22,14,11
3680,0,"[4, 5, 6, 8, 12, 13]",48,3,"1,1,1,2,4,6","4,5","6,8,12,13",,1,"1,1,2,3,3,4",14,16,58,23,15,6
3681,0,"[4, 5, 6, 8, 12, 14]",49,4,"1,1,2,2,4,5","4,5","6,8,12,14",14,0,"0,1,2,3,3,4",13,17,56,20,12,9
3682,0,"[4, 5, 6, 8, 13, 14]",50,5,"1,1,1,2,5,5","4,5","6,8,13,14",14,0,"0,1,2,3,3,4",13,15,60,25,17,8
3683,0,"[4, 5, 6, 9, 10, 11]",45,0,"1,1,1,1,3,8","4,5","6,9,10,11",11,0,"0,1,2,2,3,4",12,16,56,15,7,6
3684,0,"[4, 5, 6, 9, 10, 12]",46,1,"1,1,1,2,3,7","4,5","6,9,10,12",,1,"1,1,2,2,3,4",13,18,52,13,5,4
3685,0,"[4, 5, 6, 9, 10, 13]",47,2,"1,1,1,3,3,6","4,5","6,9,10,13",,1,"1,1,2,2,3,4",13,16,56,18,10,3
3686,0,"[4, 5, 6, 9, 10, 14]",48,3,"1,1,1,3,4,5","4,5","6,9,10,14",14,0,"0,1,2,2,3,4",12,16,56,15,7,6
3687,0,"[4, 5, 6, 9, 11, 12]",47,2,"1,1,1,2,3,7","4,5","6,9,11,12",11,0,"0,1,2,2,3,4",12,13,62,14,6,6
3688,0,"[4, 5, 6, 9, 11, 13]",48,3,"1,1,2,2,3,6","4,5","6,9,11,13",11,0,"0,1,2,2,3,4",12,11,66,19,11,5
3689,0,"[4, 5, 6, 9, 11, 14]",49,4,"1,1,2,3,3,5","4,5","6,9,11,14","11,14",0,"0,0,2,2,3,4",11,11,66,16,8,8
3690,0,"[4, 5, 6, 9, 12, 13]",49,4,"1,1,1,3,3,6","4,5","6,9,12,13",,1,"1,1,2,2,3,4",13,15,58,17,9,3
3691,0,"[4, 5, 6, 9, 12, 14]",50,5,"1,1,2,3,3,5","4,5","6,9,12,14",14,0,"0,1,2,2,3,4",12,13,62,14,6,6
3692,0,"[4, 5, 6, 9, 13, 14]",51,6,"1,1,1,3,4,5","4,5","6,9,13,14",14,0,"0,1,2,2,3,4",12,13,62,19,11,5
3693,0,"[4, 5, 6, 10, 11, 12]",48,3,"1,1,1,1,4,7","4,5","6,10,11,12",11,0,"0,1,1,2,3,4",11,14,62,13,5,8
3694,0,"[4, 5, 6, 10, 11, 13]",49,4,"1,1,1,2,4,6","4,5","6,10,11,13",11,0,"0,1,1,2,3,4",11,13,64,18,10,7
3695,0,"[4, 5, 6, 10, 11, 14]",50,5,"1,1,1,3,4,5","4,5","6,10,11,14","11,14",0,"0,0,1,2,3,4",10,14,62,15,7,10
3696,0,"[4, 5, 6, 10, 12, 13]",50,5,"1,1,1,2,4,6","4,5","6,10,12,13",,1,"1,1,1,2,3,4",12,15,60,16,8,5
3697,0,"[4, 5, 6, 10, 12, 14]",51,6,"1,1,2,2,4,5","4,5","6,10,12,14",14,0,"0,1,1,2,3,4",11,14,62,13,5,8
3698,0,"[4, 5, 6, 10, 13, 14]",52,7,"1,1,1,3,4,5","4,5","6,10,13,14",14,0,"0,1,1,2,3,4",11,15,60,18,10,7
3699,0,"[4, 5, 6, 11, 12, 13]",51,6,"1,1,1,1,5,6","4,5","6,11,12,13",11,0,"0,1,1,2,3,4",11,14,62,17,9,7
3700,0,"[4, 5, 6, 11, 12, 14]",52,7,"1,1,1,2,5,5","4,5","6,11,12,14","11,14",0,"0,0,1,2,3,4",10,13,64,14,6,10
3701,0,"[4, 5, 6, 11, 13, 14]",53,8,"1,1,1,2,5,5","4,5","6,11,13,14","11,14",0,"0,0,1,2,3,4",10,14,62,19,11,9
3702,0,"[4, 5, 6, 12, 13, 14]",54,9,"1,1,1,1,5,6","4,5","6,12,13,14",14,0,"0,1,1,2,3,4",11,16,58,17,9,7
3703,0,"[4, 5, 7, 8, 9, 10]",43,13,"1,1,1,1,2,9","4,5,7","8,9,10",,1,"1,2,2,3,3,4",15,14,62,23,11,6
3704,0,"[4, 5, 7, 8, 9, 11]",44,14,"1,1,1,2,2,8","4,5,7","8,9,11",11,0,"0,2,2,3,3,4",14,16,58,24,12,9
3705,1,"[4, 5, 7, 8, 9, 12]",45,0,"1,1,1,2,3,7","4,5,7","8,9,12",,1,"1,2,2,3,3,4",15,14,62,22,10,5
3706,0,"[4, 5, 7, 8, 9, 13]",46,1,"1,1,1,2,4,6","4,5,7","8,9,13",,1,"1,2,2,3,3,4",15,12,66,27,15,7
3707,0,"[4, 5, 7, 8, 9, 14]",47,2,"1,1,1,2,5,5","4,5,7","8,9,14",14,0,"0,2,2,3,3,4",14,15,60,24,12,9
3708,0,"[4, 5, 7, 8, 10, 11]",45,0,"1,1,1,2,2,8","4,5,7","8,10,11",11,0,"0,1,2,3,3,4",13,19,54,23,11,12
3709,0,"[4, 5, 7, 8, 10, 12]",46,1,"1,1,2,2,2,7","4,5,7","8,10,12",,1,"1,1,2,3,3,4",14,15,62,21,9,8
3710,0,"[4, 5, 7, 8, 10, 13]",47,2,"1,1,2,2,3,6","4,5,7","8,10,13",,1,"1,1,2,3,3,4",14,14,64,26,14,10
3711,0,"[4, 5, 7, 8, 10, 14]",48,3,"1,1,2,2,4,5","4,5,7","8,10,14",14,0,"0,1,2,3,3,4",13,18,56,23,11,12
3712,0,"[4, 5, 7, 8, 11, 12]",47,2,"1,1,1,2,3,7","4,5,7","8,11,12",11,0,"0,1,2,3,3,4",13,21,50,22,10,11
3713,0,"[4, 5, 7, 8, 11, 13]",48,3,"1,1,2,2,3,6","4,5,7","8,11,13",11,0,"0,1,2,3,3,4",13,20,52,27,15,13
3714,0,"[4, 5, 7, 8, 11, 14]",49,4,"1,1,2,3,3,5","4,5,7","8,11,14","11,14",0,"0,0,2,3,3,4",12,24,44,24,12,15
3715,0,"[4, 5, 7, 8, 12, 13]",49,4,"1,1,1,2,4,6","4,5,7","8,12,13",,1,"1,1,2,3,3,4",14,18,56,25,13,9
3716,0,"[4, 5, 7, 8, 12, 14]",50,5,"1,1,2,2,4,5","4,5,7","8,12,14",14,0,"0,1,2,3,3,4",13,20,52,22,10,11
3717,0,"[4, 5, 7, 8, 13, 14]",51,6,"1,1,1,2,5,5","4,5,7","8,13,14",14,0,"0,1,2,3,3,4",13,21,50,27,15,13
3718,0,"[4, 5, 7, 9, 10, 11]",46,1,"1,1,1,2,2,8","4,5,7","9,10,11",11,0,"0,1,2,2,3,4",12,17,56,17,5,9
3719,0,"[4, 5, 7, 9, 10, 12]",47,2,"1,1,2,2,2,7","4,5,7","9,10,12",,1,"1,1,2,2,3,4",13,15,60,15,3,5
3720,0,"[4, 5, 7, 9, 10, 13]",48,3,"1,1,2,2,3,6","4,5,7","9,10,13",,1,"1,1,2,2,3,4",13,16,58,20,8,7
3721,0,"[4, 5, 7, 9, 10, 14]",49,4,"1,1,2,2,4,5","4,5,7","9,10,14",14,0,"0,1,2,2,3,4",12,17,56,17,5,9
3722,0,"[4, 5, 7, 9, 11, 12]",48,3,"1,1,2,2,2,7","4,5,7","9,11,12",11,0,"0,1,2,2,3,4",12,14,62,16,4,8
3723,0,"[4, 5, 7, 9, 11, 13]",49,4,"1,2,2,2,2,6","4,5,7","9,11,13",11,0,"0,1,2,2,3,4",12,15,60,21,9,10
3724,0,"[4, 5, 7, 9, 11, 14]",50,5,"1,2,2,2,3,5","4,5,7","9,11,14","11,14",0,"0,0,2,2,3,4",11,16,58,18,6,12
3725,0,"[4, 5, 7, 9, 12, 13]",50,5,"1,1,2,2,3,6","4,5,7","9,12,13",,1,"1,1,2,2,3,4",13,15,60,19,7,6
3726,0,"[4, 5, 7, 9, 12, 14]",51,6,"1,2,2,2,3,5","4,5,7","9,12,14",14,0,"0,1,2,2,3,4",12,14,62,16,4,8
3727,0,"[4, 5, 7, 9, 13, 14]",52,7,"1,1,2,2,4,5","4,5,7","9,13,14",14,0,"0,1,2,2,3,4",12,17,56,21,9,10
3728,0,"[4, 5, 7, 10, 11, 12]",49,4,"1,1,1,2,3,7","4,5,7","10,11,12",11,0,"0,1,1,2,3,4",11,15,62,15,3,11
3729,0,"[4, 5, 7, 10, 11, 13]",50,5,"1,1,2,2,3,6","4,5,7","10,11,13",11,0,"0,1,1,2,3,4",11,17,58,20,8,13
3730,0,"[4, 5, 7, 10, 11, 14]",51,6,"1,1,2,3,3,5","4,5,7","10,11,14","11,14",0,"0,0,1,2,3,4",10,19,54,17,5,15
3731,0,"[4, 5, 7, 10, 12, 13]",51,6,"1,1,2,2,3,6","4,5,7","10,12,13",,1,"1,1,1,2,3,4",12,15,62,18,6,9
